input	target
@USER @USER Soutien total. Stop #fascisme #Antifa #AntiFascist	0
@USER @USER People who fail to understand the Second Amendment's purpose is to protect a citizenry from a government takeover SHOULD NOT be talking about gun control	0
@USER These you are too young responses are condescending af. Personally I have no issue w/wire coat hangers being used to protest b/c god forbid women don't have access to safe abortion some may try any method to attempt a termination...esp teen girls	0
@USER And you KNOW he is probably saying the softest things and yet he looks like THIS: 💁🏽‍♀️🌚🌚🌚🙈 WHAT IS THE TRUTH?!	0
@USER You are so welcome! I know I just speak what every one is thinking! It’s a good meeting place for us all! ❤️	0
@USER You are the man Gregg!	0
@USER By wagging her finger at authority figures? Hmmm. ..no. Serena is the definition of a bully. Her frequent on court tantrums are why she is being screened for steroid use more than other players. She appears to have roid-rage.	0
@USER @USER Stricter gun control laws will only be enforced by people with guns.	0
@USER Evil in a white robe	0
@USER The black helmets would have been hotter	0
@USER Guilty?	0
@USER But she’s OK with killing babies	1
@USER You are an incredible person pal. I know you won't ever convince yourself otherwise	0
@USER The off and on gun control debate starts again.	0
@USER Northern Ireland was explicitly designed so the British establishment could stop paying attention to Ireland. They’ve been indifferent since 1921.	1
@USER @USER Something don’t seem right about this all year long massive shootings and talk about gun control makes me think the government is behind this crap URL	1
@USER Following the Constitution is not victimizing.  @USER and liberals in general despise the Constitution.	0
@USER @USER 🤷🏾‍♂️ if he is gay oh well 😂😂 he be havin mfs HOT! Lol I like how he plays	0
"@USER My fault was never with news crews reporting from within disaster areas; it was only with live shots in dangerous situations. I think it's detrimental, because a viewer could see that and say, If he or she is out in that weather, it can't be that bad."""""	0
"@USER @USER It says he is a Political revolutionary for hire"" but I'm not seeing anything revolutionary in his think. Maybe he meant revolting."""	0
@USER @USER With tons of security that he wants us to NOT HAVE! It blows my mind how many gun control ppl have bodyguards With the guns we R not suppose to have !	0
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER And Antifa idiots forced them to use their medicare to fix the broken parts of their body caused by Antifa.  Requiring other people who do have kindness for others to pick up their wheelchairs they were thrown from and help them until the ambulance arrived.	0
@USER Fairness?? What about being fair to the democratic process of this republic??? All this is a sham to delay the vote. Shameful.  #DrainTheDeepState #DrainTheDeepStateSwamp #maga	1
@USER C’mon brah! Go finish your mother fucking apple cider beer and shut the fuck up!!! Adults are trying to have some fun on Twitter... 🖕🏽😂🖕🏽 URL	1
@USER Wait until he is on your coaching staff and you will change your mind.	0
California - Creepy Fake Uber Driver Tries to Follow Woman Into Her Home    #MAGA #KAG #California #FakeUberDriver #BodyWrapRestraint #CrimeNews  URL	1
@USER @USER You are the man!!!!!	0
@USER @USER @USER @USER @USER Holy shit that's awesome	1
@USER @USER @USER Have you seen or listened to your ANTIFA pals?	0
@USER For someone unqualified he seems to be doing a darned good job.	0
"@USER Real question: has Ted Cruz never dropped an f-bomb in his life?  Is this something that should disqualify you from public office? Grabbing someone by the pussy"" literally &amp; verbally, is a lot more offensive to me"""	0
@USER @USER I believe he is doing great with the @USER is finding out how hard it is to actually work with a team that can’t cheat and get away with it...what a terrible place to find that out...the A-hole of America	0
@USER @USER Agreed. It's probably white people screaming how offensive she is too. I wish Big Brother wasn't forced by the twitter SJW army to remove her. We have all said offensive things when we were teenagers.	1
@USER @USER is culturally appropiated a Latino nick name.  #latinosfortrump!	0
@USER @USER Liberals putting politics ahead of the economy? Never	0
@USER @USER @USER @USER Music?	0
🛑 BizPac Review News 🛑   👉 The priceless moment Rachel Maddow invokes Bill Clinton to ask Hillary if Kavanaugh will get due process   URL   #MAGA 🇺🇸 #2A #Prolife	0
@USER Go to hell! This is NOT Queen for a Day. I believe you less and less with every bit of bullsh*t you pull. You're nothing but a lying Demonrat! #MAGA #Trump2020	1
@USER The war on conservatives =ANTIFA	1
@USER @USER They've been trying. A couple of veterans happened 2 b assaulted by ANTIFA. Wrong!! They were surprised! Fight kinda broke up the protesting😲	0
@USER Donald Trump has always been a dangerous animal to the defeated liberal left demonrat and communists like Brennan.	0
@USER @USER You are so funny.  Lol rolling about the floor laughing uncontrollably!	0
@USER log doesnt give a shit i bet he eats nachos in the middle of the night in his underwear	1
@USER @USER He should face a jury instead of the pope!!!	0
@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER . 👅💦 Oh pooey on Snoop ... who’s Snoop? 😂🇺🇸 #MAGA	0
@USER @USER Picked the fuck up	1
@USER @USER @USER The whole milk thing is a lie anyway. Not needed. Does weird things to humans. Save your money for your Labour membership. x	0
@USER She is so beautiful! 😍😍😍	0
@USER @USER He lived in a country with no gun control. Sad but true 🙁	0
@USER @USER Funny how the Conservatives didn't like it when one of there's defected but they sure didn't mind when a Liberal defected. Where's there integrity in this?	0
@USER He’s an NBA plant!	0
@USER @USER @USER @USER Totally fair. But the times it's happened to Serena in very important grand slam matches at the same slam. I get why shed be emotional. We're not in her shoes. Every match she is expected to win and it's clear she's not handling her nerves well anymore in these matches.	0
@USER @USER Where is integrity in any of these Trump hating agencies. Justice only works for liberals.	0
@USER @USER @USER -Student loan debt relief -Increase minimum wage -Stronger gun control laws -Reforms for election process -Stronger environmental protections -Affordable housing for everyone -Stronger protections for women's rights -Net neutrality	0
@USER It is a suicide mission if they don't put him on the bench!  Standup for #justice and I don't mean the warped sense of justice preached by the liberals.  Get 'er done! URL	0
@USER oh wait i read that wrong hfjdhd so they don’t know infinity war huh	0
@USER He is going to destroy america like he has done to many of his businesses he does care about middle or lesser america and americans he only cares for himself and the top 1% who hopefully see the light soon before they have no countries to sell their products to	1
@USER Stfu bitch lol why u Salty I’m tryna get twitter famous ya know	1
@USER @USER 100% agree.  If we see him starting this year it is because Maxi goes cold.  I hope he is a next year starter...	0
"@USER @USER @USER This is fun, I asked him for proof and he blocked me. I was about to joke about how he'd go from The Antifa are the real Nazis!"" to similar alt-shite talking points, boy that sure was providing proof quickly."""	1
5 slain in Southern California shootings; gunman kills self (from @USER Another mass shooting.   When will we learn that it’s past time to do something about gun control? URL	0
@USER @USER If Kavanaugh is confirmed there will be two sexual deviants sitting on the Supreme Court. Both Conservatives and nominated by Republicans. Democrats put women on the SCOTUS and Republicans put perverted men there. FOR THEIR LIFETIME! #StopKavanaugh #StopTrump #SaveSCOTUS	1
@USER Congratulaions. . . who were terrific. . . dont let some fucked up umpire ruin things for you. . . he'd be happy he did.	1
@USER @USER Oh shit u went there 🤣🤣🤣	1
@USER Awful	1
@USER She doesn’t want to be near him. And if he watched the show. She never said anything about loving him she said I don’t want to ruin my chance to get to the us. She is keeping it real.	0
"@USER @USER @USER @USER @USER You realize he was referring to Assault Weapons"". Good to know.  You are begging to have less rights b/c you are convinced that life in the USA is too scary with all these darn freedoms  Mexico has stringent gun control Go there &amp; see the utopia your authoritarianism has wrought"""	0
"@USER The comments below, defending Drug Ford's blatant abuse of power is completely laughable.  But, but the Liberals.  Bias, BIAS I tell you!!!  Must be only the NDP rich downtown area that was polled"".  Ho-man... thanks guys... I needed a good laugh! 😂😂😂"""	1
@USER @USER Grab em by the pussy!!!  What's the problem?	1
@USER I love you bitchhh I aint never gonna stop loving you.... bitchhhhhh	1
